,MSE,R2,cvMSE,n_components
KANM800103,0.0056181569486972414,0.9926009788826053,0.7980874844910473,10
NAGK730102,3.0154192900657288e-06,0.9999960287419507,0.8011607654095871,10
RADA880104,0.0091111173585723,0.9880008069630789,0.8024764886479491,7
RADA880103,6.448044183244541e-06,0.9999915080309231,0.803524436114457,10
RACS820101,0.00025637476987561115,0.9996623586073513,0.8054602083927092,7
MAXF760101,1.5776452759791667e-05,0.9999792226688943,0.8068757101970725,10
CORJ870102,0.053524431341790475,0.9295091964480838,0.808135530853953,4
VASM830101,0.0012887705971602985,0.9983027101323544,0.8111916544882349,7
AURR980111,0.0017600850816245457,0.997681996639419,0.8126452177674925,10
QIAN880108,0.00021528816547112617,0.9997164689955813,0.8131662299590231,10
NISK860101,8.1572766705938e-06,0.9999892569996002,0.8138785811372193,10
NAKH920101,0.09580232310743216,0.8738299021831831,0.8143391260631668,5
NAKH920108,0.049182088863911004,0.9352279907050225,0.8171774562592594,5
PARS000101,0.0021155700802562944,0.9972138286911378,0.8174761213643713,10
PUNT030101,0.08419404309081664,0.8891178177334038,0.8186429931044181,3
ZIMJ680101,0.03534946077928434,0.9534453364007408,0.8198397619181075,4
TANS770105,0.1060758500127521,0.8602998347221431,0.8222231208920919,3
CORJ870101,0.0021882895997395323,0.9971180582694112,0.822565902527217,10
CORJ870108,0.0704655148364062,0.9071980656497044,0.8228773953115459,2
ROBB760101,0.000496598868956334,0.9993459873848604,0.823363342525078,10
KARS160119,0.526189185364946,0.3070174205149724,0.8270945804612532,2
ZIMJ680103,0.06374951366299754,0.916042929714604,0.8286462311172058,3
GUYH850103,1.9154351576676188e-07,0.9999997477403122,0.8289116852314566,10
PONP800107,0.0013029366688879682,0.9982840536468164,0.8291150693949004,10
FAUJ880109,0.12634669430964765,0.8336034632270518,0.8294871960786795,5
FAUJ880113,0.04667958064358084,0.9385237532367137,0.8296995498780688,3
PALJ810109,4.564210220409185e-07,0.9999993989009542,0.8318254544895123,10
ROBB790101,0.00012378011389273044,0.9998369836077972,0.8329958341721758,10
ROBB760109,0.09521068867483401,0.8746090750864226,0.8382866735068202,7
OOBM850104,0.012139453021260209,0.9840125382615462,0.8383742841468135,6
WOLS870102,0.007669262293743425,0.9898997065791469,0.8390015168568399,9
RACS820114,0.002504188853672701,0.9967020241015935,0.8393010871189441,5
BIGC670101,5.448814364859731e-05,0.9999282400030499,0.8398693905922395,10
AURR980106,0.027606248747508253,0.9636430204210958,0.8402658481196313,7
CHOP780210,0.06329930854122669,0.9166358425209851,0.8404653257348748,2
PALJ810108,1.3654820758375867e-07,0.9999998201682365,0.8405290423743819,10
BEGF750101,1.4701373266518021e-05,0.9999806385310616,0.8406313981809017,9
RACS820111,0.005770615809263407,0.9924001930485384,0.8421856195965325,5
NADH010105,0.0009583162416013092,0.9987379131317443,0.8430581858735042,6
