,MSE,R2,cvMSE,n_components
NAKH920108,0.05442855325141923,0.3507629860039574,0.08738077268533673,2
NOZY710101,0.05634890275559682,0.3278565903082655,0.08739696045398263,4
ROSM880105,0.04997513846228721,0.4038844001710057,0.08752127389389482,2
JURD980101,0.050399962216270876,0.3988169991648297,0.08752704624902609,2
SIMZ760101,0.05543832350180756,0.3387182009964289,0.08753361703511271,2
DESM900102,0.044476027126732265,0.4694791369378587,0.08755260871708175,2
ARGP820101,0.05561471347684619,0.33661417849625463,0.08757533126106873,2
FASG760101,0.04202897238845562,0.49866820070049267,0.08757719189154449,2
NAKH900107,0.044880612469885096,0.4646531446157449,0.08758228793605609,2
WOEC730101,0.04806195464716464,0.42670532178577136,0.08759709445921313,2
FINA910102,0.07969515208593939,0.049376853152226174,0.08763236475367586,2
PRAM820103,0.04426157572838633,0.4720371653474372,0.08763483897860935,2
CORJ870101,0.047177271864199406,0.4372580330748791,0.08767386747147596,2
MIYS990105,0.05125221653825183,0.38865110244124357,0.0876834035582313,2
ZIMJ680103,0.048430577841554016,0.42230829471599884,0.08769775859909455,2
BLAS910101,0.05241263970546197,0.37480929282026687,0.08774198818546086,2
LEVM760105,0.04273700231203129,0.49022264766000045,0.08774917562765974,2
LEVM760101,0.05170025700439349,0.38330676684879195,0.08779424697763596,2
PARJ860101,0.0545253291271335,0.34960861983358793,0.08789045792696419,2
AURR980117,0.037129009751910254,0.5571161461409667,0.08789725709842096,3
OOBM850105,0.04999946532384573,0.4035942234528189,0.08794654126911332,2
MIYS990102,0.057763205144969826,0.31098644761087435,0.08803073161771631,2
TANS770109,0.05663748463843802,0.3244143154595529,0.0880527735757929,2
FUKS010110,0.04724903655862261,0.43640200635481485,0.08806929097829687,2
GUOD860101,0.05869671690591329,0.29985129240280683,0.08811509016202454,2
KARS160121,0.06246111952992043,0.2549485828305009,0.08824833754173533,2
KARS160116,0.04908057904518803,0.41455492235293356,0.0882784244473508,2
RACS820114,0.06538273387377806,0.2200988567337544,0.08837658819746737,2
GEIM800104,0.04959087036686655,0.40846804342333387,0.08839721553755694,2
DAYM780201,0.046223602991114214,0.4486336272164827,0.0884249884646664,2
CORJ870104,0.04718702730906341,0.43714166775713026,0.08843605592698191,2
MANP780101,0.06111422395818881,0.27101468062141965,0.0885282900114753,2
KARS160118,0.04436783630357275,0.47076966337616744,0.08858748417210974,2
VENT840101,0.06959958348696234,0.16979924949106628,0.08860762298093734,4
JANJ780102,0.04764866453068669,0.4316351467601146,0.0886280100075395,2
CIDH920102,0.04494145654147539,0.4639273817394808,0.08870600657135885,2
NADH010104,0.05435033865311728,0.3516959487453679,0.08873895508107531,2
MAXF760103,0.04196978792319153,0.4993741673890709,0.08875214169637569,4
CHOC760102,0.046944779434796864,0.4400312592884209,0.08882056735653376,2
QIAN880107,0.04645304712163162,0.44589676185304117,0.0888235597113268,2
BROC820102,0.048112164889214916,0.42610640181319437,0.08887716495900262,2
MIYS990101,0.05822941263177561,0.30542541137979473,0.08890480559508761,2
KIMC930101,0.05838650565897069,0.3035515675643141,0.08895172672433309,2
COSI940101,0.04297254860295529,0.4874129942438802,0.08896161704562719,2
KHAG800101,0.05154883824224679,0.3851129266514418,0.08900015383296238,2
PRAM820102,0.04380565813003273,0.47747546128773244,0.08902990403642533,2
ROSM880102,0.0453878451292364,0.45860275015390195,0.08903265691067244,2
CHOC760103,0.05351169889008887,0.36169944770026097,0.08903384957384616,2
QIAN880122,0.04740020956711378,0.43459877796150737,0.08903445155712872,2
QIAN880108,0.05344024515653025,0.3625517652035424,0.0890475897255532,2
GUYH850101,0.039366848745724325,0.5304226586356771,0.08912273871747901,3
ENGD860101,0.047162563352020424,0.4374334797835818,0.08913427019720979,2
JANJ780103,0.04404543658341029,0.47461532560908704,0.08913504895137865,2
MUNV940105,0.07194361349425132,0.14183908976351112,0.08913786181408237,2
AVBF000104,0.07399303758561136,0.11739306101569658,0.08916292629769243,2
FAUJ880103,0.043749394485133763,0.4781465877209854,0.0891741898520537,2
PRAM900101,0.047501755218079124,0.4333875167524781,0.08917990337202791,2
HUTJ700102,0.04160616031846722,0.5037116058509611,0.0891935569761787,2
EISD860103,0.05650824615498742,0.32595590350620307,0.08920360854197794,2
VELV850101,0.04310280614550355,0.4858592506125943,0.0892412619107931,2
CORJ870107,0.0462522908007742,0.4482914320492567,0.08931020394916434,2
CEDJ970104,0.057126231104880576,0.3185844288004581,0.08932685846962354,2
TAKK010101,0.059245710943449666,0.29330275807037065,0.08935548339920828,2
WARP780101,0.04980553854659516,0.4059074291927264,0.08935826044291519,2
FUKS010105,0.06113636105183928,0.2707506239871418,0.08939831915407406,2
BIOV880102,0.05198233275137798,0.37994209877012797,0.08940770603850667,2
PARS000102,0.034354497715307075,0.5902112001582873,0.08940949266165507,3
TANS770106,0.05260067197126678,0.3725663982457571,0.08941551349842927,2
MIYS990103,0.05111357234518951,0.3903048840785375,0.08953666334846998,2
HOPA770101,0.04498470179617195,0.4634115418291491,0.08955409903125279,2
FAUJ880110,0.04719022032463565,0.4371035806912077,0.08959188625437932,2
FAUJ830101,0.04986531372431232,0.40519441634241404,0.08960506015315516,2
KARS160104,0.03832909603074721,0.5428012252829627,0.08962084372954064,2
NAKH900111,0.053794441080599255,0.35832683012121713,0.08962411197796283,2
MIYS850101,0.04868585435977297,0.4192632943525645,0.08963499337322198,3
FUKS010109,0.054267221255824026,0.35268739326494813,0.0896401110883984,2
NISK860101,0.05292085970018262,0.36874712118213093,0.08979062317885328,2
ROBB760102,0.05128324341898179,0.38828100626569984,0.08987696999062826,2
HOPT810101,0.05039538273920594,0.3988716242804665,0.08989217134210034,2
WERD780101,0.04827220387815185,0.42419741784993514,0.08989400799253103,2
FUKS010102,0.052382076640219495,0.3751738564919288,0.08997457555240315,2
KUMS000103,0.040347901601271385,0.5187204216946086,0.0900228439793079,3
TANS770108,0.031568327195415406,0.6234453193982856,0.0900361747115535,3
BASU050102,0.06048198886975836,0.2785561344436449,0.09013491784255157,2
LEVM760106,0.04286080904281502,0.48874585087954325,0.09014670619336272,2
PONP800102,0.05241985836794557,0.37472318685940753,0.09016881895501005,2
LEVM760107,0.04964655562276843,0.40780381615463657,0.09021684212332216,2
KUMS000104,0.04957083570993828,0.4087070216813167,0.09022881957062052,2
JOND750102,0.054965135949067954,0.34436249715072265,0.09023179111526343,2
KARS160101,0.041134114252646375,0.5093422860718084,0.09023255144504047,2
QIAN880105,0.053263980303177055,0.36465429522183745,0.09028360694623563,2
KARS160114,0.04767748975211999,0.4312913125118538,0.09031415552322188,2
GEOR030105,0.05038234071919512,0.3990271926654866,0.09034886374531179,2
QIAN880118,0.04240024424779495,0.49423957971134413,0.0904061601455832,2
SNEP660101,0.046306815756650355,0.44764104512131875,0.09043092886627924,2
RACS820108,0.04567817078930448,0.4551396751065394,0.0904724810717972,2
NADH010102,0.0487862331243557,0.4180659520479607,0.09048918303483622,2
WOLR810101,0.05096171235246763,0.39211630698674504,0.09050319400362598,2
QIAN880128,0.0484992868064217,0.42148871748087746,0.09053174666679324,2
QIAN880129,0.04958374603830762,0.40855302414620864,0.09057375437534604,2
RADA880108,0.04838377191405202,0.422866607197103,0.09059323543681927,3
LIFS790102,0.06990873334806463,0.16611163479787006,0.09065346775021768,2
CORJ870108,0.0493608822260031,0.4112113978744243,0.09066292234440866,2
QIAN880112,0.04546155125826243,0.45772356552995974,0.09069297833533482,2
YUTK870101,0.06189350756638582,0.26171919630999896,0.09071180874242832,2
KARS160102,0.04447087197077493,0.46954062889126347,0.0907514264203248,2
HUTJ700103,0.050685583016534114,0.3954100448289044,0.09086512472081863,2
CASG920101,0.04923907472678524,0.41266434733477886,0.0909166266846289,2
RACS770102,0.05647610210686808,0.3263393255259349,0.09094495124980748,2
PONP800108,0.0467964815999764,0.44180019191127007,0.09099049321469059,2
VINM940101,0.04556839157406297,0.456449148271718,0.09103682960886136,2
SUEM840102,0.05230312527158193,0.3761156076090012,0.09103828681890216,2
QIAN880127,0.054274541462957494,0.352600076054821,0.09106914082586272,2
RADA880103,0.05004219676990903,0.40308451237676457,0.09112316164957499,2
OLSK800101,0.05170409207237343,0.3832610212256764,0.09114516978310076,2
PONP800103,0.04393210742052491,0.47596714341270396,0.09118687183391783,2
QIAN880126,0.04948176882485109,0.40976943313753933,0.09118724859491616,2
WEBA780101,0.04697484656527149,0.43967261124722457,0.09123501531015576,4
OOBM770101,0.04665152338824985,0.44352928869803976,0.09123969038752792,2
NAKH900110,0.0552697392162241,0.340729115335329,0.09124720588634759,2
QIAN880104,0.04554596881593772,0.45671661238129213,0.09135245636913962,3
CEDJ970105,0.02653102646600596,0.6835314669953946,0.09135973433407296,5
BLAM930101,0.07752666681278353,0.07524307261859409,0.09138275294927134,2
ROBB760112,0.049247373183129196,0.41256536133027044,0.09138495166117211,2
YUTK870102,0.06172345973959153,0.26374756812422806,0.09142181593231422,2
SUEM840101,0.03307216395659093,0.6055071889494918,0.09142227380886268,3
KARS160119,0.062377208125401394,0.2559494984612821,0.09145831378329415,2
BEGF750102,0.04595251751495518,0.4518672006731609,0.09148480071054174,2
RICJ880108,0.04289052165787157,0.48839143158443143,0.09153770185347065,2
CRAJ730101,0.05867099475239337,0.300158112502685,0.09158849947453115,2
NADH010103,0.04599545395408889,0.45135504438993157,0.09167523901379249,2
LEVM780102,0.049195736490806656,0.4131812963484449,0.09167868446576935,2
PRAM900103,0.049195736490806656,0.4131812963484449,0.09167868446576935,2
MIYS990104,0.052279117643030976,0.37640197643827256,0.0916790771482944,2
WILM950104,0.05643424094933317,0.3268386555888678,0.09167923764372496,2
KARS160122,0.04778384780679037,0.4300226477816035,0.09173065711836652,2
CORJ870103,0.04130913367164159,0.5072546118972829,0.09177649067647331,2
KARP850102,0.04985236831396835,0.40534883234384345,0.09178517863281965,2
FUKS010101,0.05310928834793468,0.3664994984673996,0.0919973443924295,2
FASG760105,0.03325218097134114,0.6033599022379559,0.09206834134616672,3
GEIM800103,0.055320280318939395,0.34012624877631215,0.09210892495160454,2
PONJ960101,0.042066143391037626,0.49822481594594836,0.09220853140782911,2
NAKH920105,0.06377225992703343,0.23930898145401136,0.09225951560799933,2
CHOC750101,0.04345702455534283,0.4816340473145352,0.09227739608694144,2
LEVM780101,0.043476697962506784,0.48139937813155587,0.09227974167897053,2
PRAM900102,0.043476697962506784,0.48139937813155587,0.09227974167897053,2
CHAM830108,0.04984935710740555,0.4053847507477063,0.09228052122423773,2
TSAJ990101,0.04396060678475685,0.47562719606835213,0.09234076104561018,2
LEVM760102,0.039448337585415605,0.5294506399470527,0.09236019341664473,2
ROBB760106,0.047929597496626654,0.42828411005154365,0.09237934214803699,2
MAXF760105,0.059965835547381635,0.2847129367425424,0.09240033106311103,2
QIAN880124,0.05189696460555645,0.38096039076527866,0.09245643960871557,2
NAKH920106,0.05772829807942916,0.31140282757405835,0.09245947875816621,2
KARS160109,0.04805441866722687,0.42679521278635935,0.09245987392425539,2
HARY940101,0.045620065377148515,0.4558327705873414,0.09249059883699412,2
BURA740101,0.050996962945812185,0.3916958293404095,0.09250774232237129,2
KARS160105,0.03329770288536007,0.6028169057818032,0.09252126126693486,2
KIDA850101,0.05086674212815089,0.39324913490831626,0.09252180147913587,2
TANS770101,0.04884456097065617,0.4173702033186125,0.092552306966409,2
SNEP660104,0.049891794046324295,0.4048785526244626,0.09258246409656043,2
NAKH900102,0.05486135248544775,0.3456004515330797,0.09259546704471697,2
NAGK730103,0.04544542578487807,0.45791591409636334,0.09259747654093803,2
LIFS790101,0.05337565659656516,0.36332219324737336,0.09267390611902342,2
RADA880102,0.05107927512229452,0.3907139896903997,0.09267547642378998,2
GUYH850105,0.05100201532260689,0.3916355633618407,0.09269180244549413,2
GEOR030109,0.0718991815781978,0.14236908445896923,0.09276190750160687,2
ZIMJ680101,0.05519956671623196,0.3415661499731796,0.09280815810702084,2
FAUJ880104,0.04798370221262699,0.42763873584699885,0.09282045750057942,2
WOLR790101,0.051361113434094,0.3873521537963398,0.09282304147508702,2
ISOY800104,0.06530271893302228,0.22105329439759225,0.09285229703269537,2
CHOP780215,0.03319554017841635,0.6040355273845401,0.09285373777205488,4
VASM830102,0.042881915027165075,0.48849409356764883,0.09287273168942849,2
ARGP820102,0.057781936638400054,0.31076301380387694,0.09288227733599722,2
ROBB760108,0.0544951906137102,0.34996811934794836,0.09288721268533573,2
PONP800101,0.05840183917937136,0.3033686656056125,0.09293745430567486,2
PLIV810101,0.054227721872414814,0.3531585515119958,0.09294422686094396,2
ROBB760105,0.04902734089997537,0.415189959890472,0.09294559757420254,2
CHAM810101,0.05468179216145521,0.3477422907262433,0.09294734745500706,2
CHOP780213,0.06519213798182136,0.2223723308641854,0.0930500946471109,2
CIDH920104,0.05407085725198951,0.3550296708360041,0.09309385877455846,2
KARS160113,0.02537254675648427,0.6973500945806363,0.09312852396260166,9
QIAN880103,0.05501214707115626,0.3438017370587131,0.093219361197086,2
ROBB760110,0.05077150563809512,0.39438513891234817,0.09322542291408285,2
GOLD730101,0.05489809404859194,0.3451621892365404,0.09326342221464903,2
CHAM820101,0.04481713156021266,0.46541036033763095,0.09327956886293891,2
ZHOH040103,0.06077591367155912,0.27505012795879447,0.09328914919385896,2
RADA880106,0.04822314203476763,0.4247826394440638,0.09332888541206265,2
AURR980106,0.059558794310510844,0.289568223561917,0.09339017239922222,2
CHOP780210,0.04238425882768019,0.49443025768830295,0.09341582151121734,2
CHAM830106,0.042683146766661934,0.4908650496966892,0.09350532951389569,2
EISD860101,0.04755147560530859,0.4327944398872806,0.09352901509242342,2
GEIM800107,0.053336099249168524,0.36379404290295325,0.0935354514204509,2
OOBM850103,0.04979271755295075,0.40606036112151955,0.09357297019578162,2
AVBF000107,0.05227744709483156,0.37642190314328194,0.09358942964047212,2
BEGF750103,0.04704754786970854,0.4388054124152384,0.0936075588787442,2
GUYH850103,0.05059838742671382,0.39645013502029813,0.09364545817438788,2
NAKH900113,0.059852609313951276,0.28606352677859914,0.0936791072234791,2
TSAJ990102,0.04386705161641893,0.4767431448582279,0.09373442025374665,2
MUNV940104,0.07624996938576775,0.090471829875164,0.09378682986178612,2
DESM900101,0.04030745799454529,0.5192028428669075,0.09381250124467323,2
CHAM830101,0.04294853404829795,0.48769944568943213,0.09389734162099926,2
ANDN920101,0.04754363694380261,0.432887941347192,0.09392911358730108,2
RACS820104,0.05807689588474648,0.3072446682130269,0.09399560399207706,2
GEIM800106,0.05090169605384076,0.3928321959858815,0.09409868080449782,2
WERD780103,0.055235670305694685,0.34113549758179507,0.09416928597772671,2
ZIMJ680102,0.05378491629576315,0.3584404440700829,0.09422248329696345,2
PARS000101,0.047963695601726364,0.42787737956514627,0.09425143199269079,2
PALJ810110,0.04630955740608761,0.4476083420603748,0.09426795191313647,2
COWR900101,0.0487448629900984,0.4185594250658775,0.09436694174578188,2
OOBM770102,0.041977361328890815,0.49928382996490184,0.09437197757384594,2
FUKS010107,0.04424016415704363,0.47229256777526385,0.09444514250498934,3
AVBF000103,0.0688425025117023,0.17882989539966798,0.09447161614852692,2
LEVM760104,0.05467033936926743,0.34787890241547126,0.0944796018012217,2
CHOP780211,0.040760908826380206,0.5137939711172832,0.09454186233707025,2
PTIO830102,0.06659436352417782,0.20564624373371854,0.09461305430238137,2
ISOY800108,0.06432979135840204,0.23265861101262442,0.09468464012333239,2
GEOR030106,0.05479192684903291,0.34642857740062827,0.09468713471720394,2
PALJ810101,0.04977761928975652,0.40624045687507493,0.09478079134363657,2
ROBB790101,0.0507264615722314,0.3949224354795472,0.09484427665099124,2
FAUJ880105,0.07504282309487866,0.10487096427311526,0.09485195113123879,2
MEIH800102,0.05291822132996251,0.368778592303467,0.09485861041647638,2
AVBF000101,0.06149625452552362,0.26645772714801097,0.09488603104199582,2
GEOR030104,0.05777081680194902,0.31089565391614016,0.09490187858060435,2
QIAN880116,0.046084674450688395,0.4502908006182492,0.09501189240156731,2
MEEJ800102,0.06196489246223766,0.26086769991961767,0.09507654642316822,2
TANS770103,0.03303951841690488,0.605896592882537,0.09535206376421437,3
PONP800105,0.05704545129971552,0.31954798995289746,0.09538993663431077,2
FASG760103,0.057850235379438404,0.30994832981831144,0.09543585525865997,2
NADH010106,0.054219799424064165,0.35325305240175764,0.0954909713020001,2
KARS160115,0.03873706272404325,0.5379348993943822,0.09549654894965495,2
MONM990201,0.04575905174704362,0.4541749073816076,0.09551453933551732,2
NAGK730102,0.05608390340540428,0.3310175669749642,0.09552394495704811,2
ROBB760101,0.04779469467165346,0.4298932637407967,0.09552854699790626,2
NAKH900108,0.05125679594024466,0.3885964782210851,0.09556439764171754,2
HUTJ700101,0.05585529275262236,0.33374449041336995,0.09556676698815506,2
LAWE840101,0.05572159296039897,0.3353392940355432,0.09561783384981008,2
KUMS000102,0.0490867400339999,0.4144814325807362,0.09562407147789126,2
PALJ810104,0.05768600884260996,0.3119072638707545,0.09566755640210187,2
MAXF760101,0.045256473216541006,0.4601697862631904,0.09580566087631862,2
QIAN880106,0.050530314072667705,0.3972621305350318,0.09581684911824542,2
ARGP820103,0.05698649087483872,0.320251284233275,0.09586654551274794,2
BHAR880101,0.04909935794732359,0.4143309230433746,0.09592368521653828,2
NADH010105,0.05652139250897362,0.32579909060016254,0.09593199744211475,2
QIAN880136,0.05355206572055038,0.36121794233390936,0.09594118268117502,2
CHOP780204,0.05307802403257278,0.3668724268209501,0.09594423594952621,2
WILM950101,0.06393640330909704,0.2373510392918171,0.09599980196231835,2
PUNT030102,0.05432508172891237,0.3519972194768859,0.09607813257078059,2
CHOP780207,0.03306832092510981,0.6055530295631854,0.09611470674313749,3
RACS820107,0.04432547654373289,0.4712749408885972,0.09619122919477441,3
CIDH920103,0.05191814412205011,0.3807077563441007,0.09619364461069854,2
MEEJ810101,0.059698899932715405,0.2878970096425617,0.09620786634230506,2
CEDJ970102,0.0457235079354158,0.4545988826069033,0.0962187149203672,2
CHOP780206,0.04831735566642751,0.42365883634362067,0.0962334633285595,2
JOND920101,0.049728831620832546,0.4068224080495938,0.0962385694161592,2
ROBB760111,0.05455706530210103,0.3492300630239591,0.09634380509722484,2
CHAM830102,0.050746628939170264,0.3946818742242981,0.09637085015119863,2
YANJ020101,0.0636394627060206,0.2408930189873827,0.09644616331250219,2
KARS160110,0.04605825775118297,0.4506059054314768,0.09659130095242593,2
PTIO830101,0.05574048656431565,0.3351139265352566,0.09659693918422094,2
ROBB760103,0.06090559578746459,0.27350324815638194,0.09660640214776806,2
PALJ810115,0.05012835450344661,0.4020568019873991,0.09665190682106188,2
RICJ880113,0.04571639938844237,0.45468367508318974,0.09673852319919893,2
JUNJ780101,0.0495183676573405,0.409332873366946,0.09680487715722562,2
ZHOH040101,0.045029975821785945,0.4628715022461488,0.09681022613094792,4
NAKH900104,0.046389008133440206,0.44666063447116267,0.09684191933494037,2
CIDH920101,0.03723960785247236,0.5557969051126247,0.09684891521850585,2
PALJ810111,0.04613430621141632,0.44969878091150595,0.0968508436086348,2
FASG760102,0.04382421496663478,0.47725411082983815,0.09697036291805453,3
CHOP780201,0.04929144385403685,0.4120396756547259,0.09699961636418705,2
FUKS010108,0.058878832173822164,0.29767897721753844,0.09701549711754903,2
LEVM780104,0.048056266306748474,0.4267731736930106,0.0970490809794978,2
LEWP710101,0.038875786287399273,0.5362801710089312,0.0971634287644618,2
BULH740101,0.06426585117922844,0.23342130501276237,0.09720967665612144,2
PRAM900104,0.042286692054019824,0.49559405788162947,0.09725190422371974,2
ZIMJ680104,0.049898783439035914,0.4047951814491757,0.09727862699425247,2
BURA740102,0.05232652896203083,0.3758364427002199,0.09729785852390149,2
FAUJ880106,0.03792073347345041,0.547672273133573,0.09741264092666563,2
CHOP780209,0.06432472661259259,0.23271902453180782,0.09744650933741121,2
CIDH920105,0.04803680073572588,0.42700536375597375,0.09748851792182835,2
WOLS870102,0.040989619235903774,0.5110658577562135,0.09750446813379884,2
QIAN880121,0.04540965218619245,0.4583426302775423,0.09755319968598364,3
RICJ880105,0.058672377990126486,0.30014161290675867,0.09757786435373614,2
AVBF000108,0.06360611888591933,0.24129075217896268,0.09759426942221858,2
KANM800103,0.045105001278010225,0.4619765803666761,0.09763078401875994,2
QIAN880131,0.04779998815467979,0.42983012178848756,0.09769422019093064,2
QIAN880137,0.052809251313120885,0.37007841315342704,0.09783580840355452,2
GEOR030102,0.06242599321058604,0.2553675781062339,0.09784642814971206,2
QIAN880110,0.04763301537488307,0.43182181369462913,0.097920760841914,2
AURR980114,0.04741088123014958,0.4344714837706857,0.09795738894977823,2
NAKH920102,0.05208025513887573,0.3787740567285045,0.0980451297033847,2
PONP800104,0.05555124264703009,0.33737127398316413,0.09819385499708669,2
JANJ790101,0.05857122320469307,0.30134821177670923,0.09821944523860625,2
BULH740102,0.0455822332804271,0.4562840410334833,0.09824616984618943,2
AURR980116,0.04758464634854592,0.43239877119860626,0.09828853700923616,2
LEVM780103,0.04324255357401215,0.48419230931471613,0.09829958266638608,2
ROBB760113,0.05237254122212567,0.37528759727687766,0.0983111605549539,2
DAYM780101,0.054494194544716656,0.34998000070103363,0.09833276111937353,2
FAUJ880113,0.033194920149132966,0.6040429232445527,0.09836167437421228,6
PALJ810109,0.048102747943714275,0.4262187294282527,0.09848175970392052,2
GEIM800111,0.04592471294618953,0.4521988603282958,0.09849130061757416,2
CRAJ730102,0.049646197402882446,0.40780808908851474,0.09854774721457762,2
CHAM830104,0.04316360220544959,0.4851340604308938,0.09856001889798041,3
NAGK730101,0.050779063495904386,0.39429498694719056,0.09862488372371069,2
BASU050103,0.05509112238976218,0.3428597002605963,0.09866499367650816,2
