,MSE,R2,cvMSE,n_components
AVBF000109_JUNJ780101_ZHOH040102,0.047608637576228775,0.6675624793882893,0.09213605682952888,10
AVBF000109_JUNJ780101_FUKS010112,0.06023996021475538,0.5793615605261415,0.09216426550483921,6
AVBF000109_JUNJ780101_DESM900102,0.05854492682334153,0.5911974946482521,0.0921698561282603,5
AVBF000109_JUNJ780101_MIYS990103,0.06350863828089928,0.5565373150255872,0.0921901686718289,3
AVBF000109_JUNJ780101_VINM940104,0.06155182520247261,0.5702011819457685,0.092191382564808,3
AVBF000109_JUNJ780101_NAKH900107,0.06429529679275385,0.5510443032831214,0.0922120887587545,3
AVBF000109_JUNJ780101_FUKS010107,0.06545014788897881,0.542980307868633,0.09225433651130778,3
AVBF000109_JUNJ780101_VHEG790101,0.04416112265244705,0.6916354915953455,0.09225533290540427,10
AVBF000109_JUNJ780101_AVBF000106,0.05725420167021186,0.6002102598005958,0.09227104550716379,7
AVBF000109_JUNJ780101_KARS160111,0.05890968018927222,0.5886505260564577,0.09227463919611457,6
AVBF000109_JUNJ780101_CHOP780201,0.05753817097782685,0.5982273832185429,0.09233002191254455,6
AVBF000109_JUNJ780101_CRAJ730101,0.04777230302067355,0.6664196503276191,0.09235911347249373,10
AVBF000109_JUNJ780101_FUKS010105,0.04603433239931174,0.6785554028648855,0.0923591783351572,10
AVBF000109_JUNJ780101_MAXF760102,0.06276486311044385,0.5617308846412448,0.09236557561919957,5
AVBF000109_JUNJ780101_ZHOH040103,0.05958325644360062,0.5839471354254335,0.09240199872661078,6
AVBF000109_JUNJ780101_QIAN880110,0.059973296646649715,0.5812235960711953,0.09244219971853236,6
AVBF000109_JUNJ780101_AVBF000105,0.05896656988589968,0.5882532815508803,0.09244385976230038,6
AVBF000109_JUNJ780101_YUTK870104,0.06984684005284245,0.5122794620503196,0.09245922356389483,3
AVBF000109_JUNJ780101_MIYS990105,0.06120102800773462,0.5726506985795834,0.09247433829314475,4
AVBF000109_JUNJ780101_BASU050103,0.06430329200869175,0.5509884749734181,0.09250107170856921,4
AVBF000109_JUNJ780101_FASG760104,0.04551633421448787,0.682172436264938,0.09251613721521068,10
AVBF000109_JUNJ780101_MITS020101,0.04494423057540822,0.6861672726011816,0.09252208450414681,10
AVBF000109_JUNJ780101_BASU050101,0.06436002073165212,0.5505923545009888,0.09253330361732173,4
AVBF000109_JUNJ780101_RADA880108,0.06439745122111229,0.550330988082101,0.0925340616128278,3
AVBF000109_JUNJ780101_AVBF000107,0.06063937554509368,0.5765725573352947,0.09257894967905604,6
AVBF000109_JUNJ780101_QIAN880112,0.060106332863733944,0.5802946421584052,0.09261643570470893,6
AVBF000109_JUNJ780101_OOBM770101,0.05590348575107455,0.6096419233404274,0.09263458317756892,6
AVBF000109_JUNJ780101_RACS820114,0.046649757989824576,0.6742580617132193,0.09264851610964722,10
AVBF000109_JUNJ780101_QIAN880134,0.04646666884105757,0.6755365209543509,0.09265684829163712,10
AVBF000109_JUNJ780101_ROBB760105,0.046440378282081696,0.675720100419893,0.0926725913387161,10
AVBF000109_JUNJ780101_OOBM850105,0.05941572391457758,0.5851169672333919,0.0926762286016215,5
AVBF000109_JUNJ780101_DESM900101,0.05556307428736809,0.6120189193802991,0.09268303451609514,6
AVBF000109_JUNJ780101_AURR980111,0.04532592942144326,0.6835019785609338,0.0927231499813375,10
AVBF000109_JUNJ780101_LIFS790103,0.048976858805533006,0.6580085812665478,0.09277893990551583,10
AVBF000109_JUNJ780101_RADA880102,0.06041199929494147,0.578160260758346,0.0927904833656242,6
AVBF000109_JUNJ780101_NISK860101,0.059362243810831654,0.5854904035255539,0.09282066681951551,6
AVBF000109_JUNJ780101_PONP800103,0.0626086540715039,0.5628216477515982,0.09283285524398915,3
AVBF000109_JUNJ780101_AVBF000102,0.04719365378814495,0.6704601926736938,0.09287737464399834,10
AVBF000109_JUNJ780101_GEOR030101,0.05704154257117837,0.6016951975601572,0.09290508663247352,6
AVBF000109_JUNJ780101_CHAM830108,0.06659311716258699,0.5349992798283896,0.09292347903006455,3
AVBF000109_JUNJ780101_ISOY800102,0.060652597070995816,0.5764802351955869,0.0929623438378489,6
AVBF000109_JUNJ780101_ZIMJ680105,0.06373203582579962,0.5549773937651121,0.09297016214845916,4
AVBF000109_JUNJ780101_MCMT640101,0.05936417004892437,0.5854769531550277,0.0929761568520841,6
AVBF000109_JUNJ780101_SIMZ760101,0.045517378864247185,0.6821651417739889,0.09303901036129418,10
AVBF000109_JUNJ780101_WOLS870101,0.04941024623069463,0.6549823606389498,0.09303977639467184,10
